molecule,conformer_id,plane_angle_deg,interplane_distance_A,pi_overlap_pct,centroid_distance_A,slip_stack_A,bridge_dihedral_L_deg,bridge_dihedral_R_deg,energy_kcal_mol,geometry_warnings,rel_energy_kcal_mol,classification,angle_bin,dist_bin,overlap_bin
mol_124,0,34.78920063296867,1.1646985531287233,0.0,8.373866534642165,8.292473576704351,121.40913617499393,39.50331993090365,171.77736,,0.0,monomer,20-40,<3.0,0-10%
mol_125,0,27.94530887917843,3.659021167513823,1.4818307181259223,7.5362766323961345,6.588401139554709,117.03961732817002,-130.5650223941968,129.89789,,0.0,monomer,20-40,3.6-4.2,0-10%
mol_126,0,58.657351506457275,1.067736333208825,0.0,10.988259765540676,10.936260411939072,117.31714114756898,-129.56461099456826,131.01334,"interplane_distance unreliable at angle 58.7 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,40-60,<3.0,0-10%
mol_127,0,85.03283183943591,0.30729454095297115,0.0,7.487480198805204,7.481171685812358,124.30958343459909,-129.32843567576003,137.64331,"interplane_distance unreliable at angle 85.0 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,80-90,<3.0,0-10%
mol_128,0,25.05016006480135,3.190682497482656,26.370972465152743,6.719939870638725,5.914147196786519,117.2568217037804,-130.07614379050707,138.07584,,0.0,weak_excimer,20-40,3.0-3.6,25-40%
mol_129,0,80.16556974703508,1.5858247846388194,0.0,10.346472161804716,10.224218598378322,116.87171532842582,-130.0351126510507,133.36024,"interplane_distance unreliable at angle 80.2 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,80-90,<3.0,0-10%
mol_130,0,36.53933501474916,7.350987484265986,0.0,10.434008468704633,7.404830567350263,117.78949941105591,-130.0681538105392,135.80359,,0.0,monomer,20-40,>7.0,0-10%
mol_131,0,46.70947336241481,5.080335007657406,30.864617690588556,7.767074226663474,5.875171338137352,122.47106446126979,-129.94228329814737,138.76335,,0.0,monomer,40-60,5.0-7.0,25-40%
mol_132,0,82.99254891001205,5.260047434890988,0.0,9.77267851346293,8.236330876682695,117.56580675249661,141.0913423044875,135.04388,interplane_distance unreliable at angle 83.0 deg (>50 deg),0.0,monomer,80-90,5.0-7.0,0-10%
mol_133,0,65.207392859169,0.7878427054949522,0.0,9.09687045046262,9.062690321526956,117.5294863239883,-130.0689261866346,136.1223,"interplane_distance unreliable at angle 65.2 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,60-80,<3.0,0-10%
mol_134,0,69.96740405240219,0.3799212648480553,0.0,7.207927649643828,7.197908087424864,117.35046960041305,-130.0557464645685,139.17033,"interplane_distance unreliable at angle 70.0 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,60-80,<3.0,0-10%
mol_135,0,38.474481331888825,6.5840578140833035,0.0,9.8880595453557,7.37725587690359,117.2537657144087,-128.87870983090883,140.08362,,0.0,monomer,20-40,5.0-7.0,0-10%
mol_136,0,74.4935585114671,4.619876042797588,0.0,7.91020705497018,6.42091278570928,117.45515961460974,-127.72971102276419,136.44463,interplane_distance unreliable at angle 74.5 deg (>50 deg),0.0,monomer,60-80,4.2-5.0,0-10%
mol_137,0,36.79550029308888,0.7388368695455653,0.0,7.758068746311804,7.722807180857238,117.98852317678424,-130.22827586933724,141.59685,,0.0,monomer,20-40,<3.0,0-10%
mol_138,0,53.901236026970324,9.600446861216327,0.0,10.423697996992239,4.060160095053099,122.87774936662605,140.5360698401325,146.32565,interplane_distance unreliable at angle 53.9 deg (>50 deg),0.0,monomer,40-60,>7.0,0-10%
mol_139,0,18.43129971565999,5.429049192673374,1.6898504694304515,7.513146580661128,5.193534095972855,116.85779879307192,-130.03871799902257,138.51295,,0.0,monomer,0-20,5.0-7.0,0-10%
mol_140,0,67.60511695221932,6.214225513736281,2.4926616721574772,11.983797298122994,10.246696977413212,120.5079827232251,-130.14576624305138,139.28925,interplane_distance unreliable at angle 67.6 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,0-10%
mol_141,0,78.66107313476617,1.0519878514255623,0.0,9.08021012463368,9.019065221404768,117.40909942556705,-129.89873189611632,144.81842,"interplane_distance unreliable at angle 78.7 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,60-80,<3.0,0-10%
mol_142,0,42.6761558782522,9.311445168191284,10.750408298155774,10.660241983533957,5.1901587670578255,121.14322362463055,133.06506258026246,147.45042,,0.0,monomer,40-60,>7.0,10-25%
mol_143,0,34.16817243508783,10.193540364437558,0.0,11.972327443838982,6.279200527223371,122.02069674942408,-130.07400276102754,148.3719,,0.0,monomer,20-40,>7.0,0-10%
mol_144,0,83.21550851745269,13.260974110279337,0.0,14.165215791596681,4.979950207482119,123.1063989242133,-129.89402324558526,138.99033,interplane_distance unreliable at angle 83.2 deg (>50 deg),0.0,monomer,80-90,>7.0,0-10%
mol_145,0,78.3259963940396,1.7260421144352467,0.0,11.12393638792042,10.989210134568175,117.2006001666936,-130.10681501716954,139.17212,"interplane_distance unreliable at angle 78.3 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,60-80,<3.0,0-10%
mol_146,0,78.52296091475561,5.673107394900881,34.48380715757084,7.063890639902348,4.208848234187229,117.471988773682,-128.8756026971159,140.02328,interplane_distance unreliable at angle 78.5 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,25-40%
mol_147,0,43.45689483583965,0.45589031897099375,0.0,8.19187654081774,8.179181210675585,117.64213806830182,-132.6974794579581,140.0446,,0.0,monomer,40-60,<3.0,0-10%
mol_148,0,1.9042328337856511,3.277824218444653,0.7637253086628402,8.163514958796855,7.4765530076016775,129.1329499430473,-127.77489788384266,141.08368,,0.0,monomer,0-20,3.0-3.6,0-10%
mol_149,0,89.43684122266716,5.7851404572179055,0.0,10.706666681208489,9.009154306191043,117.40263769215167,132.68742292442136,141.65973,interplane_distance unreliable at angle 89.4 deg (>50 deg),0.0,monomer,80-90,5.0-7.0,0-10%
mol_150,0,78.57628997639566,7.352373889667425,10.814954865841145,7.842591502972726,2.7292562483278697,116.50656790338694,-129.5509697659677,143.86725,interplane_distance unreliable at angle 78.6 deg (>50 deg),0.0,monomer,60-80,>7.0,10-25%
mol_151,0,28.57257003781589,6.2222498726071365,1.7069832124938111,8.475320110473703,5.754533647294146,117.5716460142849,-129.0653882656661,145.92767,,0.0,monomer,20-40,5.0-7.0,0-10%
mol_152,0,9.828871870635512,2.3056149231757277,0.0,9.275485699681717,8.984362792709865,117.54693749801702,129.97737520725664,147.19353,,0.0,monomer,0-20,<3.0,0-10%
mol_153,0,66.85329159899524,4.350506729033301,0.0,8.899763863440421,7.7639479664431,117.32824460937591,-128.9211922735493,147.60886,interplane_distance unreliable at angle 66.9 deg (>50 deg),0.0,monomer,60-80,4.2-5.0,0-10%
mol_154,0,37.22903381480912,9.087372717870949,63.90888950258578,9.29489883766897,1.9531516810004157,122.21107701851899,-130.02160144207457,148.11151,,0.0,monomer,20-40,>7.0,50-70%
mol_155,0,72.42273599189473,0.23520355303260412,0.0,8.48924593235465,8.485987025010163,117.18703060121794,-129.87010623422003,139.19714,"interplane_distance unreliable at angle 72.4 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,60-80,<3.0,0-10%
mol_156,0,31.52148484917777,9.361840124650852,0.0,10.32540568730837,4.355450847843124,122.43940401987086,139.19836911355713,148.79347,,0.0,monomer,20-40,>7.0,0-10%
mol_157,0,87.96749663636041,4.671804504350082,4.225351199400458,8.346145989766773,6.916096844003436,119.10430072419761,-130.15457047649454,139.60493,interplane_distance unreliable at angle 88.0 deg (>50 deg),0.0,monomer,80-90,4.2-5.0,0-10%
mol_158,0,89.76824686871369,5.981318960496351,0.0,10.311052351118192,8.398906124032274,117.79475060140076,-130.07704086487976,140.72647,interplane_distance unreliable at angle 89.8 deg (>50 deg),0.0,monomer,80-90,5.0-7.0,0-10%
mol_159,0,32.50927306677323,5.05651881648955,41.38175610969253,6.3831061372971085,3.895595130206312,117.74029129310826,-131.5389299337005,145.12686,,0.0,monomer,20-40,5.0-7.0,40-50%
mol_160,0,59.206468004325245,4.3732774138846535,40.009689474573605,6.555374380041159,4.883377716673816,127.11021205104333,134.82253371133382,145.21675,interplane_distance unreliable at angle 59.2 deg (>50 deg),0.0,monomer,40-60,4.2-5.0,40-50%
mol_161,0,52.62129307557391,3.8212620150115058,21.913619227241938,7.2894309752202195,6.207556729916385,117.9881620211903,134.78147177599735,149.14934,interplane_distance unreliable at angle 52.6 deg (>50 deg),0.0,monomer,40-60,3.6-4.2,10-25%
mol_162,0,42.55693221701179,6.417635369846817,63.93580775383295,6.7258562834036235,2.012734211139442,126.66261872946224,-127.86918743142508,141.52832,,0.0,monomer,40-60,5.0-7.0,50-70%
mol_163,0,6.792933078502847,6.084165840680747,76.59859691335211,6.163544409672085,0.9860049254915263,117.1075844965994,-128.54918089930018,146.1194,,0.0,monomer,0-20,5.0-7.0,70-100%
mol_164,0,77.92657376262561,6.723927265345118,82.89751372367394,8.02000710567017,4.371420376187645,117.15502179442628,-130.26536872123694,146.76938,interplane_distance unreliable at angle 77.9 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,70-100%
mol_165,0,44.871917122415674,8.439031261740919,43.885290942946,9.32585141247168,3.9691631272674464,118.1425131335272,-129.43717088591737,146.96223,,0.0,monomer,40-60,>7.0,40-50%
mol_166,0,71.54949473952645,5.628210976435341,75.55951077361341,7.365121347438887,4.750605610575641,120.92374548203824,-130.04843529888797,147.25342,interplane_distance unreliable at angle 71.5 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,70-100%
mol_167,0,37.71758857448765,4.703165249492118,0.0,7.543939589332618,5.8984117492312915,117.30549472003379,-129.09835344112705,147.34894,,0.0,monomer,20-40,4.2-5.0,0-10%
mol_168,0,78.55330750413832,3.487696157077497,31.8633034104716,6.405561563789703,5.372819973106009,118.16325164393625,-128.9037987048267,148.22012,interplane_distance unreliable at angle 78.6 deg (>50 deg),0.0,monomer,60-80,3.0-3.6,25-40%
mol_169,0,47.50210224239572,4.871087848347155,11.760290104016146,6.172338246159229,3.7908129205600023,120.42383106633626,-130.99458818360122,148.48398,,0.0,monomer,40-60,4.2-5.0,10-25%
mol_170,0,76.02652404614977,3.724942004309306,0.04956714109542963,8.508018616722698,7.6492606078648,123.78076693323104,-130.14267092632096,148.88499,interplane_distance unreliable at angle 76.0 deg (>50 deg),0.0,monomer,60-80,3.6-4.2,0-10%
mol_171,0,9.925423966109612,6.783649209903211,62.844605665936484,6.947807605820702,1.5013773424690842,117.0635275954757,-128.76393899209012,149.22539,,0.0,monomer,0-20,5.0-7.0,50-70%
mol_172,0,75.0115461788481,7.101259832530043,0.0,8.348185694209253,4.389113028380038,117.92512195655802,-130.0697236726296,141.76796,interplane_distance unreliable at angle 75.0 deg (>50 deg),0.0,monomer,60-80,>7.0,0-10%
mol_173,0,70.30521646259821,5.17954362813087,0.0,12.043794228564353,10.87314615115096,118.13333476847924,-130.05311720066734,143.8241,interplane_distance unreliable at angle 70.3 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,0-10%
mol_174,0,45.522128984831724,6.080515651737229,0.0,8.55056697447602,6.011615838855522,116.72989107737126,-129.5091961816816,145.54726,,0.0,monomer,40-60,5.0-7.0,0-10%
mol_175,0,65.77765794750302,6.695010091446106,0.0,12.187127676979513,10.183463108905284,122.94573534073693,-130.0084971039957,147.40236,interplane_distance unreliable at angle 65.8 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,0-10%
mol_176,0,76.2343401023717,8.191963457723109,7.656411746506991,8.528681129283706,2.372790869910212,117.35606951911892,-130.35905335444727,149.3183,interplane_distance unreliable at angle 76.2 deg (>50 deg),0.0,monomer,60-80,>7.0,0-10%
mol_177,0,41.20195935377063,0.568466057356,0.0,7.459870264957696,7.438179260520287,116.9204291417181,-129.64783819177393,142.49841,,0.0,monomer,40-60,<3.0,0-10%
mol_178,0,64.23762273696002,5.415599857348047,0.017716302538007468,8.379479805751666,6.394291203885837,117.63609570782238,-129.87861986528702,142.67757,interplane_distance unreliable at angle 64.2 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,0-10%
mol_179,0,61.345046328948605,1.5780343592305808,0.0,8.6520231519859,8.506897917783412,117.64532758314336,-128.71613929276086,144.99719,"interplane_distance unreliable at angle 61.3 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,60-80,<3.0,0-10%
mol_180,0,45.32286050469242,3.880894904797488,0.0,8.156756454774165,7.174352277412708,121.21993340977652,-130.07469976541392,146.27736,,0.0,monomer,40-60,3.6-4.2,0-10%
mol_181,0,39.10209402743355,8.825192316000548,3.6022873054672897,11.898693758560224,7.980908077756872,117.73853306130168,131.67492220428056,148.2379,,0.0,monomer,20-40,>7.0,0-10%
mol_182,0,80.43172641392498,0.9582977403041326,0.0,8.372789685941001,8.317768484751664,116.98113709019742,140.1959564254406,148.93767,"interplane_distance unreliable at angle 80.4 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,80-90,<3.0,0-10%
mol_183,0,15.88268561903535,1.905508680545778,0.0,8.97413469213049,8.769499993777563,118.33982741491234,-130.03585695135146,148.96288,,0.0,monomer,0-20,<3.0,0-10%
mol_184,0,83.14470157447454,7.790263387297246,0.0,8.91695848608145,4.338657050175326,117.39841961635413,141.75659112062525,143.5027,interplane_distance unreliable at angle 83.1 deg (>50 deg),0.0,monomer,80-90,>7.0,0-10%
mol_185,0,66.5266329809219,3.3452267342212414,0.9188453041909019,9.480118198234663,8.870293070082383,117.19354219356698,-129.9962076484138,145.15076,interplane_distance unreliable at angle 66.5 deg (>50 deg),0.0,monomer,60-80,3.0-3.6,0-10%
mol_186,0,71.28121684119984,6.427260924218572,0.0,8.931524086907004,6.201809375255983,128.0704720415597,-130.10567001179152,147.64813,interplane_distance unreliable at angle 71.3 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,0-10%
mol_187,0,68.34658211402689,0.12741714571437468,0.4577387332033495,7.931937891524366,7.930914423064846,117.98706413326396,131.84815201986447,144.08348,"interplane_distance unreliable at angle 68.3 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,60-80,<3.0,0-10%
mol_188,0,52.25339797182157,3.2923749588325446,36.73717146224198,6.638091232048561,5.764071680284033,119.1570284158087,-130.22121776273076,147.12032,interplane_distance unreliable at angle 52.3 deg (>50 deg),0.0,monomer,40-60,3.0-3.6,25-40%
mol_189,0,63.859443498781836,7.295952188930469,0.0,9.64396428342619,6.3067526316513085,117.79283092361055,139.84947568011086,149.28786,interplane_distance unreliable at angle 63.9 deg (>50 deg),0.0,monomer,60-80,>7.0,0-10%
mol_190,0,51.890913602534724,6.939286948452056,0.0,11.768773320104351,9.505278644366138,118.1607352571762,-129.92873191980254,144.64661,interplane_distance unreliable at angle 51.9 deg (>50 deg),0.0,monomer,40-60,5.0-7.0,0-10%
mol_191,0,39.17647863292111,7.161557573569546,45.88862505645059,7.342617623504577,1.6205328399784675,117.4199699189311,-130.1709581727531,147.16095,,0.0,monomer,20-40,>7.0,40-50%
mol_192,0,7.277994220873113,8.44240746203151,0.0,12.614069190590323,9.372326167501573,117.3065454169543,-130.07172564354505,147.72279,,0.0,monomer,0-20,>7.0,0-10%
mol_193,0,61.15036702162659,4.118926426234988,0.0,11.19148128957914,10.405945346303866,121.89832514747985,-129.99077363349798,148.86583,interplane_distance unreliable at angle 61.2 deg (>50 deg),0.0,monomer,60-80,3.6-4.2,0-10%
mol_194,0,46.03114859590885,7.649276808323935,0.7058747229948907,10.996217765782015,7.89970692254704,121.01927290986835,-129.92034086968258,149.76923,,0.0,monomer,40-60,>7.0,0-10%
mol_195,0,56.83717436328938,7.558740961516839,6.092380264614686,10.172992245893044,6.808465782515726,117.73052162371731,-130.3234991507526,152.92522,interplane_distance unreliable at angle 56.8 deg (>50 deg),0.0,monomer,40-60,>7.0,0-10%
mol_196,0,30.218287146630885,9.160447184868023,0.8053851385652265,10.228555540617648,4.55077529886321,117.3464888930471,-129.76059859658872,154.06741,,0.0,monomer,20-40,>7.0,0-10%
mol_197,0,43.56914277449188,6.56545530965783,0.0,10.754112125252366,8.517377776016852,117.12332674532949,-130.12958387483593,154.14044,,0.0,monomer,40-60,5.0-7.0,0-10%
mol_198,0,87.39121068641312,8.182982443058862,0.103219568252571,8.244751894841956,1.0073391405531826,117.57510940448569,-129.3647496749574,150.88164,interplane_distance unreliable at angle 87.4 deg (>50 deg),0.0,monomer,80-90,>7.0,0-10%
mol_199,0,37.35420241209152,5.190504499135141,0.0,9.966608872756069,8.508346223970783,117.3882343046724,,99.701447,,0.0,monomer,20-40,5.0-7.0,0-10%
mol_200,0,39.18025893023009,4.604461187909108,0.0,9.957181660741156,8.828612789902989,117.41024845957044,,102.86815,,0.0,monomer,20-40,4.2-5.0,0-10%
mol_201,0,25.02417954773481,4.799922071945099,0.0,10.643661887127944,9.499909813822141,117.4675675634947,,108.60438,,0.0,monomer,20-40,4.2-5.0,0-10%
mol_202,0,78.6035740585041,10.040296719506287,0.0,12.229989783315439,6.983200690533767,117.85974364221762,,104.40616,interplane_distance unreliable at angle 78.6 deg (>50 deg),0.0,monomer,60-80,>7.0,0-10%
mol_203,0,77.7854804147623,5.217110968035335,0.0,8.974781466559506,7.302633464696514,117.74943623991432,,108.10588,interplane_distance unreliable at angle 77.8 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,0-10%
mol_204,0,85.77981623508505,4.371256377116305,0.0,8.500890069575068,7.290901841371892,118.3516591416193,,111.0861,interplane_distance unreliable at angle 85.8 deg (>50 deg),0.0,monomer,80-90,4.2-5.0,0-10%
mol_205,0,53.83933146239369,9.307224420776947,49.380433621559945,12.421630078415633,8.226327697477972,122.14698530746084,,113.89133,interplane_distance unreliable at angle 53.8 deg (>50 deg),0.0,monomer,40-60,>7.0,40-50%
mol_206,0,50.138807398561,8.846055785143767,1.2272882989409384,10.976186731397203,6.4979975537564245,116.9231872027391,,104.7198,interplane_distance unreliable at angle 50.1 deg (>50 deg),0.0,monomer,40-60,>7.0,0-10%
mol_207,0,63.75474850392042,8.725918145720247,8.947686231858063,10.141360799838452,5.167741420261868,117.60620646690492,,105.53011,interplane_distance unreliable at angle 63.8 deg (>50 deg),0.0,monomer,60-80,>7.0,0-10%
